first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt,DTI,Approvals
Marsha,Cockin,GA,42481.2,2,690,68,223990.03,2.9,5741.48,42801.43,1.01,Denied
Cassey,Chung,NJ,31146.01,24,362,22,478365.12,2.5,7456.38,73445.93,2.36,Denied
Rik,Edowes,CO,35383.7,4,727,45,42402.25,2.6,8570.18,37254.24,1.05,Denied
Christy,Akerman,DC,51773.18,20,369,64,77560.68,3.5,5811.6,59891.89,1.16,Denied
Carolan,Snawden,MI,35958.83,28,547,57,14855.76,3.1,5002.63,64141.53,1.78,Denied
Alysia,Hucks,NJ,59432.16,10,741,22,130516.16,2.5,7681.2,65061.11,1.09,Denied
Cristionna,Pennini,IL,45197.51,13,506,67,277009.02,3.6,7166.6,3166.64,0.07,Approved
Bliss,Kissick,OH,44032.21,11,674,60,291552.54,2.5,2221.38,32551.14,0.74,Denied
Lind,Bearcock,OR,48097.14,4,526,78,400053.91,3.0,7978.02,22157.66,0.46,Denied
Odell,Thorald,OH,42100.33,10,635,48,99152.13,2.6,1315.69,57968.55,1.38,Denied
Christy,Torbard,WI,53674.82,2,755,49,492022.71,2.9,3765.47,6642.02,0.12,Approved
Rozalie,Ovize,CA,34936.5,13,626,61,309299.59,2.6,3316.6,3660.7,0.1,Approved
Gabie,Hubbard,WA,56967.87,23,412,20,365280.36,3.4,9690.47,22383.97,0.39,Denied
Lucia,Kuhlen,OK,29830.33,10,635,35,183662.48,2.7,7224.09,46347.99,1.55,Denied
Delmar,Rameau,PA,30457.1,2,550,59,439102.06,3.2,8027.96,9767.98,0.32,Approved
Maure,Mehmet,MD,30616.16,4,673,35,477823.67,2.5,2209.6,8706.75,0.28,Approved
Robena,Petracchi,KY,43946.2,14,365,18,475089.76,3.1,6565.55,55796.06,1.27,Denied
Lizzy,Phizakarley,CA,34534.26,30,378,31,264370.62,2.7,6253.29,37375.04,1.08,Denied
Lamar,Awton,IN,56780.57,19,700,25,5368.57,2.6,5313.25,27227.58,0.48,Denied
Donielle,Kerbler,LA,53577.4,20,745,69,114864.25,3.6,70.29,48742.29,0.91,Denied
Trever,Steabler,CA,59208.97,28,539,63,96469.22,3.3,6299.4,37403.57,0.63,Denied
Maddie,Albers,PA,27063.99,28,536,24,2884.46,3.6,4212.52,4870.59,0.18,Approved
Christoforo,Bruinsma,OH,36040.35,18,473,49,351169.16,3.9,1902.99,45537.13,1.26,Denied
Gonzalo,Grinsted,NY,30587.89,22,573,82,180924.53,3.4,2757.48,783.37,0.03,Approved
Loydie,Nertney,FL,50771.53,20,713,57,462269.33,3.4,-34.8,72525.41,1.43,Denied
Avril,Thing,IL,37578.76,4,621,21,121044.23,2.9,3348.82,73181.94,1.95,Denied
Arley,Burkill,CA,44654.46,3,531,31,393205.54,3.9,-924.42,74200.89,1.66,Denied
Tedi,Elphick,MI,37097.08,24,696,37,79314.35,3.0,1472.64,49842.45,1.34,Denied
Ervin,Archbold,OH,53779.97,17,787,22,59130.21,3.8,9556.0,64958.46,1.21,Denied
Onofredo,Mealiffe,FL,50446.02,13,575,40,445735.1,3.5,8481.77,48140.03,0.95,Denied
Alwyn,Valde,SC,38827.51,22,512,25,134803.58,4.0,4263.18,63656.21,1.64,Denied
Tadd,Wigginton,PA,55866.06,13,610,84,126078.94,2.9,2273.85,56336.21,1.01,Denied
Victoria,Lambotin,CA,49719.59,22,739,28,171473.65,2.6,2348.57,19581.34,0.39,Denied
Marillin,Todhunter,AL,54737.33,22,835,81,235304.27,2.9,7899.9,5263.27,0.1,Approved
Fania,Gudger,IN,58933.13,22,590,52,39234.68,3.1,2635.94,16951.53,0.29,Approved
Derron,Porker,PA,43717.44,28,751,55,498232.37,3.6,1827.15,65603.45,1.5,Denied
Bonnee,Neath,UT,29522.55,27,633,69,197255.87,3.5,2066.97,13611.96,0.46,Denied
Kerrin,Peattie,TX,56700.07,14,701,39,181820.11,3.4,8544.63,33984.09,0.6,Denied
Ozzy,Stedall,OK,32463.96,24,699,37,98046.19,3.3,3341.21,52664.98,1.62,Denied
Genevieve,Howsego,NC,59732.94,12,468,43,88439.74,3.5,8679.14,66508.57,1.11,Denied
Charmane,Berk,IN,52961.49,16,415,78,180490.09,2.9,1476.44,36391.6,0.69,Denied
Annabell,Calvie,TX,53133.36,24,604,43,194593.91,3.4,6260.44,69833.22,1.31,Denied
Berenice,Gollin,SC,41373.38,10,383,42,65316.88,2.8,9306.69,16445.14,0.4,Denied
Myles,Rhoddie,TX,28982.47,20,634,41,36176.51,2.6,7006.4,24199.43,0.83,Denied
Merola,Stebles,VA,54735.55,16,502,37,75345.62,3.7,6588.05,40753.69,0.74,Denied
Austin,Leibold,CA,52665.58,29,627,61,209983.69,3.0,9002.42,73180.04,1.39,Denied
Yehudit,Redley,NJ,39692.24,23,397,38,397318.07,2.6,2977.03,25867.98,0.65,Denied
Marrissa,Sprackling,AL,45203.95,6,637,64,434745.91,2.8,1370.75,36933.44,0.82,Denied
Gerome,Camier,NC,35467.74,22,833,27,324112.86,2.6,9733.97,69115.48,1.95,Denied
Grace,Pay,VA,59187.54,8,628,56,193154.12,3.9,1811.78,6085.75,0.1,Approved
Harriette,Pedican,OH,49953.07,6,786,83,320568.02,3.7,-89.35,26644.88,0.53,Denied
Haley,Winch,TX,56496.7,23,761,23,117927.19,3.4,199.02,18364.59,0.33,Approved
Loria,Flowerden,CO,27002.9,21,726,46,173851.57,3.6,7556.77,51392.11,1.9,Denied
Aldo,Jansik,OH,57336.21,2,400,50,226994.84,2.8,9712.24,4052.39,0.07,Approved
Emile,Commander,MI,45517.7,14,721,51,75867.66,3.4,1314.38,17086.81,0.38,Denied
Melva,Oliphant,WA,56648.6,7,823,29,429820.7,2.9,4011.01,42509.4,0.75,Denied
Gaspard,Rankine,FL,48755.15,5,647,49,389234.47,3.6,6087.94,20905.72,0.43,Denied
Kristan,Furlonge,MO,37688.76,17,489,85,350815.92,2.8,910.28,19946.21,0.53,Denied
Ogdon,Dealy,CA,54227.4,15,825,83,410877.32,2.7,4913.59,8879.65,0.16,Approved
Lora,Ewan,MN,57662.82,27,846,75,105126.29,2.7,632.8,4649.46,0.08,Approved
Karry,Swett,NY,41418.53,25,385,80,280120.76,3.8,804.1,16487.77,0.4,Denied
Jordain,Schindler,OH,38934.42,12,439,75,115071.31,3.3,4779.95,53817.41,1.38,Denied
Jaquenetta,Lerway,CA,36018.14,8,756,43,144408.67,2.6,3821.06,66261.87,1.84,Denied
Brew,Tows,PA,57693.52,17,644,26,97052.99,3.9,461.39,36196.69,0.63,Denied
Britta,Izsak,SC,28610.63,13,421,54,191061.6,3.4,8118.23,70178.05,2.45,Denied
Izzy,Casement,CA,28651.62,29,406,59,142156.75,3.3,5333.48,3386.39,0.12,Approved
Herbert,O' Clovan,TX,58931.81,5,583,38,149042.36,3.8,2119.13,37582.57,0.64,Denied
Win,Rowland,FL,39605.2,18,562,77,215031.26,3.6,-57.89,47582.4,1.2,Denied
Marion,Cardall,CA,55994.59,7,384,67,26206.62,3.9,-545.76,12957.45,0.23,Approved
Jillayne,Kiessel,CA,40371.01,1,414,29,440054.31,3.0,9572.26,21841.76,0.54,Denied
Willa,Blague,PA,39598.69,13,812,37,245629.73,3.7,-212.53,44083.3,1.11,Denied
Osgood,Ambrosch,NC,45734.3,14,577,29,67894.76,3.4,2518.48,16415.94,0.36,Approved
Eulalie,Salmons,LA,50627.7,6,837,19,273553.72,2.7,3394.76,33797.39,0.67,Denied
Adorne,Canero,FL,56925.57,12,470,51,371836.91,3.9,89.21,26081.27,0.46,Denied
Nettie,Carruthers,OH,37708.98,20,493,78,399647.19,2.5,4346.72,15439.99,0.41,Denied
Nevile,Gudge,OH,30803.16,6,612,24,92616.3,3.9,7399.1,22392.78,0.73,Denied
Gerri,Chillingsworth,PA,33632.17,12,520,53,469486.27,3.5,3631.36,13825.71,0.41,Denied
Elianora,Verrillo,AR,55195.72,19,468,69,439520.08,3.2,2791.11,59431.37,1.08,Denied
Helen-elizabeth,Klishin,CA,41539.02,4,596,69,315300.44,3.8,4882.69,35007.71,0.84,Denied
Marilyn,Beedell,VA,39095.48,30,817,52,413565.67,3.1,4628.46,8366.25,0.21,Approved
Gilligan,Archbald,MI,46087.4,16,615,75,455243.92,4.0,2516.19,35556.1,0.77,Denied
Willetta,Huckstepp,TX,27105.69,19,749,26,304684.88,3.0,7759.99,55005.53,2.03,Denied
Wallie,Gaitskell,PA,32738.66,2,569,64,73178.16,2.6,6537.88,38066.3,1.16,Denied
Raynell,Bolens,LA,48548.29,8,613,53,285654.49,3.9,451.89,68008.45,1.4,Denied
Nevins,Edison,MN,51618.97,3,589,50,285151.04,3.8,9600.56,9048.42,0.18,Approved
Bertie,McAvin,MN,55064.6,26,777,51,152760.22,3.5,8689.87,45940.91,0.83,Denied
Molly,Towson,OH,51430.97,25,741,81,390638.41,2.9,245.98,69369.54,1.35,Denied
Loleta,Pavek,NY,37425.59,9,704,36,343196.13,3.3,3370.55,1582.56,0.04,Approved
King,Kedie,OH,48417.55,17,438,40,121652.54,3.5,6696.08,14297.06,0.3,Approved
Jobey,Adolf,MO,49754.2,26,722,48,48307.18,3.1,6334.09,74317.55,1.49,Denied
Michail,Lukas,TX,59181.29,5,666,39,336124.94,3.8,7556.03,2367.45,0.04,Approved
Ario,Rebanks,WV,50052.83,27,635,53,464112.83,3.7,-390.17,56543.9,1.13,Denied
Naomi,Oakwood,NC,42327.95,8,660,44,77654.96,3.2,397.74,20554.77,0.49,Denied
Carlin,Weatherby,TX,30560.67,7,803,21,488941.29,3.5,3362.02,39384.54,1.29,Denied
Gloria,Pelerin,ID,32304.35,1,814,46,460446.36,2.8,-407.48,2360.73,0.07,Approved
Fletcher,Cay,TX,30874.78,27,361,74,345441.22,3.9,8989.97,19625.85,0.64,Denied
Hilary,Currin,TX,54721.83,29,773,71,56640.14,2.6,6281.27,39348.62,0.72,Denied
Towny,Matyas,CA,43633.6,9,376,73,270287.72,3.2,-622.09,3403.08,0.08,Approved
Alexandros,Folger,TX,39598.18,20,837,26,305078.65,3.0,4552.63,30469.91,0.77,Denied
Daphna,Mathon,DC,43551.43,29,633,22,260539.68,2.9,9125.03,65529.38,1.5,Denied
Paxon,Cumberbatch,SC,29282.2,6,527,32,277939.58,3.8,-251.83,49815.41,1.7,Denied
Gianni,Brabham,FL,39092.62,1,486,64,185438.36,3.4,1611.64,27499.35,0.7,Denied
Rosalyn,Kalisz,VA,42763.5,3,418,60,411264.43,3.0,13.06,33378.5,0.78,Denied
Tyrone,Chateau,TX,59426.14,16,405,61,258935.42,3.6,7799.83,15055.02,0.25,Approved
Ebenezer,Dan,MA,48597.77,14,368,51,20498.33,2.6,3536.38,72828.51,1.5,Denied
Erika,Kiefer,IN,52097.25,15,542,31,375708.46,3.5,4925.75,17781.92,0.34,Approved
Dino,Croker,TX,43858.5,25,680,38,491031.77,2.7,3937.1,65921.0,1.5,Denied
Stoddard,Monard,MA,58563.55,18,746,78,404315.92,3.3,6583.94,63599.3,1.09,Denied
Eileen,Mengo,MN,31714.28,13,749,33,68366.45,2.8,9117.86,65302.54,2.06,Denied
Perren,McJerrow,CO,54155.28,19,513,33,278382.97,2.8,624.95,63095.45,1.17,Denied
Brennan,Alekseicik,NC,35570.3,3,793,73,89837.82,3.3,4482.34,70877.79,1.99,Denied
Isabel,Lawton,NY,30078.64,19,574,33,82764.12,3.2,6526.68,33341.43,1.11,Denied
Lark,Hauxwell,CA,34266.98,4,455,19,92911.66,3.6,439.99,68410.87,2.0,Denied
Gianni,Fitzroy,TX,56453.1,5,576,80,360073.06,3.1,1573.66,24887.66,0.44,Denied
Meryl,Fahey,OH,54408.76,15,665,84,129556.74,3.6,-656.62,65313.54,1.2,Denied
Zarla,Abelov,MI,48306.45,11,427,36,159714.2,4.0,3313.35,8314.46,0.17,Approved
Annalise,Fearon,OR,31955.57,19,651,28,29745.7,2.7,-366.07,34565.87,1.08,Denied
Reggi,Tomankowski,CA,44295.66,16,829,61,488757.64,3.2,1883.13,7885.26,0.18,Approved
Nicolai,Marzellano,OR,59458.29,24,467,81,314465.51,3.4,3514.75,60822.32,1.02,Denied
Ynez,Theunissen,DC,43305.55,9,502,27,35848.84,2.6,5383.0,67443.01,1.56,Denied
Skipper,Leeves,OK,31507.2,19,376,36,449673.47,3.8,4670.8,34722.31,1.1,Denied
Pablo,Olivi,CA,37657.98,1,424,70,133222.29,3.5,712.16,66482.66,1.77,Denied
Timoteo,Faulds,TX,28263.52,17,600,44,484923.56,3.2,8983.95,59106.68,2.09,Denied
Kati,Jeremaes,FL,47913.38,24,633,34,494334.7,4.0,5468.13,49015.26,1.02,Denied
Hyacinth,Facey,GA,51430.8,25,503,42,443019.95,3.7,8107.28,74474.68,1.45,Denied
Gilburt,Weston,DC,52235.05,10,844,33,397262.82,3.1,8301.53,5216.86,0.1,Approved
Les,Woosnam,PA,28962.21,30,740,19,226585.21,3.5,6600.06,21273.41,0.73,Denied
Dollie,Barson,FL,29971.47,27,478,78,278121.91,3.7,4270.6,70287.68,2.35,Denied
Dunc,Frantz,FL,38104.29,14,651,45,327888.55,2.9,1328.63,56670.1,1.49,Denied
Xymenes,Forbes,FL,43790.77,13,787,19,472975.52,2.5,9972.29,55079.36,1.26,Denied
Farra,Ivakhno,WI,41651.01,25,714,81,125253.78,2.7,818.55,55476.91,1.33,Denied
Indira,Antognozzii,NY,59901.6,14,670,21,202337.31,3.5,4115.01,74377.68,1.24,Denied
Jacques,Bangs,TX,36016.8,10,551,32,280546.2,2.7,7010.27,72175.48,2.0,Denied
Nappy,Scapelhorn,NY,47803.28,21,453,77,127623.05,3.0,7119.83,49311.96,1.03,Denied
Dalis,Armsden,CA,51920.98,7,578,39,455560.17,2.9,1722.06,5913.95,0.11,Approved
Bettine,Dobbins,CA,30797.89,5,754,63,169670.11,3.8,2334.28,18629.46,0.6,Denied
Bard,Taynton,VA,34043.76,27,685,42,120703.84,2.8,8360.68,2107.08,0.06,Approved
Myca,Cossor,TN,54073.62,13,643,41,189113.7,3.4,2860.5,42372.74,0.78,Denied
Burty,Kinker,NY,31568.39,22,529,84,70920.46,3.8,-308.3,51037.67,1.62,Denied
Angeli,Mangham,TX,48674.46,15,748,63,406650.41,3.1,8384.47,28062.94,0.58,Denied
Jennifer,Potkins,CA,57754.82,24,467,50,118700.16,3.5,258.15,51210.2,0.89,Denied
Gillie,Seawell,AR,38249.12,12,501,78,383924.97,3.5,-659.26,13454.5,0.35,Approved
Fey,Rishworth,OH,33386.35,15,558,48,198619.44,2.9,1969.54,37516.53,1.12,Denied
Willy,Pozzi,MI,44094.98,14,475,29,206817.87,3.5,3755.45,24656.4,0.56,Denied
Hogan,Challicum,MN,47598.72,9,827,28,355330.0,3.3,1581.07,49733.56,1.04,Denied
Conan,Furby,AZ,48627.6,17,560,38,298657.14,3.1,1641.79,8588.95,0.18,Approved
Etan,Juste,CA,50658.96,24,509,61,449739.64,2.9,-595.51,29951.58,0.59,Denied
Devonne,Alldis,OR,50090.66,27,722,48,432053.84,2.5,7672.76,6258.95,0.12,Approved
Kevon,Wynes,VA,37145.5,29,516,46,270897.86,2.9,3116.92,63228.03,1.7,Denied
Linet,Goodright,GA,54116.38,3,559,20,214392.96,2.9,-212.45,46212.89,0.85,Denied
Barrie,Woolsey,FL,28462.63,19,455,37,426562.14,3.2,1105.89,40594.6,1.43,Denied
Cinderella,Whatling,TX,59386.48,16,418,53,83738.49,3.6,6622.38,63156.37,1.06,Denied
Edd,Hamshere,MN,57529.29,14,429,21,464515.17,3.1,4157.14,10716.71,0.19,Approved
Brandyn,Juggins,TX,39725.67,30,778,58,173512.07,3.8,6781.4,7960.79,0.2,Approved
Troy,Sewall,DC,36896.61,1,472,50,264059.53,3.8,9209.73,20739.51,0.56,Denied
Crissie,Camerana,WA,26876.03,2,350,20,338979.32,2.8,2697.91,52220.55,1.94,Denied
Marlon,Leadley,OH,41925.77,4,754,45,267465.81,3.3,1985.57,48891.51,1.17,Denied
Onofredo,Gyse,AL,51665.74,23,514,34,70614.9,2.9,3186.74,18413.97,0.36,Approved
Hillie,Latour,DC,42201.52,24,801,83,278484.79,3.6,-152.61,46712.4,1.11,Denied
Davy,Reinhard,OR,33780.05,3,527,78,344030.75,3.7,2505.19,50744.97,1.5,Denied
Jacky,Gecke,AZ,52044.74,21,837,19,272735.66,3.9,8541.0,69590.82,1.34,Denied
Mina,MacCole,TX,34662.34,20,546,83,366579.68,3.3,532.77,70829.35,2.04,Denied
Joelie,Wodeland,FL,49486.29,24,672,65,327148.42,3.8,8075.26,66356.65,1.34,Denied
Cosmo,Longthorne,DC,54893.97,18,389,22,362089.39,3.9,2154.07,66327.85,1.21,Denied
Martica,Maggi,TX,35833.45,15,536,55,347585.13,4.0,8311.64,19658.22,0.55,Denied
Mack,Dulwich,CA,44179.78,1,769,29,455925.04,2.8,4234.51,21041.01,0.48,Denied
Cyril,Wandrach,TX,38775.98,4,733,49,281505.54,3.8,6287.23,18168.77,0.47,Denied
Carter,Bayldon,GA,46176.78,12,773,30,448316.38,2.9,-84.73,4711.24,0.1,Approved
Zebulen,Belvin,OH,58400.58,24,442,65,31189.06,3.9,7114.64,69050.74,1.18,Denied
Zuzana,Perelli,CO,31497.43,15,771,73,280279.03,3.7,2771.98,52619.63,1.67,Denied
Adriano,Cristoforo,IN,28590.75,27,384,38,92468.47,3.6,772.09,28499.91,1.0,Denied
Janel,Sandever,MD,41668.69,26,601,44,244449.41,3.9,4690.44,497.48,0.01,Approved
Catriona,Sissot,NV,36089.43,9,384,32,297296.39,4.0,7830.98,2531.96,0.07,Approved
Audrye,Petroulis,CO,50473.36,16,511,22,66571.34,3.0,4357.68,67202.14,1.33,Denied
Cortie,Abberley,FL,30668.75,23,627,85,268513.81,3.0,8771.76,66971.93,2.18,Denied
Algernon,Cicchitello,RI,57805.49,1,497,41,343396.89,2.8,5323.77,71763.44,1.24,Denied
Emili,Shropsheir,VA,53658.57,16,499,32,131605.59,2.9,957.22,43171.87,0.8,Denied
Elwin,Shorrock,MI,32613.43,21,792,64,112689.08,3.8,1152.9,52663.61,1.61,Denied
Atalanta,Woolgar,TX,42088.24,28,776,81,82762.92,3.1,232.6,5391.94,0.13,Approved
Stavro,Huitson,ID,38448.77,21,660,72,457172.2,2.7,6808.47,57585.65,1.5,Denied
Leena,Dorre,MD,35444.48,4,482,35,493816.66,2.6,2189.11,673.42,0.02,Approved
Humfrey,Danilishin,MN,32548.03,15,798,46,230830.86,2.6,3094.47,68647.38,2.11,Denied
Dasya,Dunnan,LA,27423.25,6,667,67,110141.85,3.2,5085.9,8019.81,0.29,Approved
Rene,Perceval,CA,43282.89,24,409,54,102663.06,3.0,4378.06,7667.82,0.18,Approved
Josephine,Syncke,UT,43953.21,30,827,40,104168.8,2.5,603.17,8624.66,0.2,Approved
Kaleb,Fidoe,TX,34164.82,21,468,58,173575.26,2.7,208.33,47454.96,1.39,Denied
Lay,Ciani,TN,31506.14,16,377,76,150774.91,3.1,7268.6,10329.79,0.33,Approved
Kissiah,Dewdney,MA,39834.87,1,786,46,405324.1,3.0,6233.03,52572.58,1.32,Denied
Michell,Upchurch,FL,51435.86,25,591,78,207219.43,3.4,7753.32,43933.05,0.85,Denied
Benedick,Thorrold,DC,34751.28,5,609,70,496137.06,3.4,2696.73,3161.07,0.09,Approved
Calv,Cliss,DC,48335.22,29,632,28,128959.96,3.5,8689.38,53123.79,1.1,Denied
Mitzi,Bangle,OR,42419.67,23,439,25,32710.55,3.0,6423.07,33329.33,0.79,Denied
Wylma,Hawkey,NJ,36915.87,2,615,38,394368.38,3.7,6846.01,15027.6,0.41,Denied
Tore,Coopper,NY,29088.71,7,563,74,215538.3,3.0,6864.1,21793.89,0.75,Denied
Josepha,Mahaddie,PA,52350.43,19,735,59,22356.25,3.5,8978.82,27637.9,0.53,Denied
Tammy,MacGill,MI,53107.95,4,824,48,172087.31,3.0,802.44,58316.6,1.1,Denied
Nat,Totaro,CA,27260.69,12,634,30,1414.95,3.2,9959.61,52066.02,1.91,Denied
Annora,Stamps,DC,50356.02,9,637,30,359242.23,2.8,2015.62,53177.31,1.06,Denied
Maryann,Brockelsby,TX,37954.74,12,672,71,79725.05,3.6,778.53,36824.65,0.97,Denied
Vergil,Yvens,TX,43267.73,15,548,26,21713.4,3.2,9310.81,53501.89,1.24,Denied
Sara-ann,Whyard,CA,39471.38,16,546,59,431783.47,3.5,1656.98,51629.96,1.31,Denied
Lucita,Iddison,NY,45476.65,11,566,67,298108.56,2.6,6784.68,60686.96,1.33,Denied
Urson,Worsham,PA,48854.12,14,790,65,246757.51,2.5,5713.81,46456.77,0.95,Denied
Hanny,Mylan,MD,27717.33,24,849,72,238766.74,3.1,9007.04,16564.67,0.6,Denied
Dorita,Peeke,TN,54627.48,16,350,84,81429.5,2.7,840.7,24274.67,0.44,Denied
Adolphe,Winterbourne,MA,38920.97,12,532,36,336167.3,3.3,1953.4,71778.05,1.84,Denied
Chrotoem,Binyon,UT,53984.31,29,492,75,402100.0,3.7,-309.1,60016.03,1.11,Denied
Halley,Huet,KS,42161.94,2,779,54,204570.06,2.6,3535.39,32979.95,0.78,Denied
Eleonora,Moulin,SD,45214.19,12,766,47,92833.31,3.6,9137.83,5273.87,0.12,Approved
Dionisio,Greenin,MD,42605.52,10,784,26,374565.63,3.5,2152.7,49513.16,1.16,Denied
Randy,Delleschi,MD,38702.49,8,644,26,191821.45,4.0,7145.3,26081.74,0.67,Denied
Rosene,Ledram,IN,47473.47,13,440,50,176088.83,2.8,4803.55,59607.55,1.26,Denied
Kerrin,Iori,AZ,47625.28,2,637,42,164295.23,3.1,8458.48,10831.69,0.23,Approved
Sauncho,Vynoll,LA,46457.04,15,828,35,133027.7,3.3,-15.43,23354.75,0.5,Denied
See,Ferrini,NV,32655.8,18,642,68,291908.94,3.8,7823.2,61795.43,1.89,Denied
Teresina,Pevie,VA,58793.95,21,708,18,209150.69,3.4,-680.48,7118.84,0.12,Approved
Fairleigh,Churm,CT,29953.39,17,642,30,177109.6,2.8,5202.38,20566.43,0.69,Denied
Ericha,Evennett,IN,43949.98,7,713,73,185016.75,3.8,984.94,42535.98,0.97,Denied
Obediah,Drummer,TX,31002.49,23,440,32,312045.06,3.6,9704.34,71736.35,2.31,Denied
Nerita,Footitt,CA,52990.46,25,465,43,455154.37,3.8,579.34,63579.37,1.2,Denied
Pietra,Golbourn,CA,53583.26,27,823,35,300639.45,3.1,7622.42,38424.47,0.72,Denied
Inger,Esley,MS,47112.91,9,697,27,172509.37,3.4,9889.12,42938.02,0.91,Denied
Juliana,Tranter,IL,38990.82,5,381,31,302778.04,3.8,7173.39,31213.66,0.8,Denied
Wheeler,Ferrie,NV,36488.54,18,619,22,470820.19,2.9,-151.9,65713.82,1.8,Denied
Rory,Matveichev,MA,41429.73,29,601,84,192719.48,3.7,4942.12,8333.43,0.2,Approved
Wilona,Grob,KY,44101.2,29,768,25,274751.21,3.2,5581.14,67316.83,1.53,Denied
Hildy,Hanselman,MO,36750.89,19,527,23,422369.88,2.7,9294.77,67544.64,1.84,Denied
Nadeen,Alldre,PA,48408.77,22,511,30,100331.25,3.2,6581.54,27630.24,0.57,Denied
Gerald,Findlater,LA,54432.52,21,839,18,174889.36,3.9,9400.89,51398.32,0.94,Denied
Wilhelmina,Blazeby,CA,37815.59,3,622,60,241268.68,3.4,9422.3,33491.73,0.89,Denied
Giorgio,Layzell,TX,41657.1,1,607,30,212954.66,3.3,3565.28,72813.28,1.75,Denied
Claire,Arrault,TX,39258.8,13,771,76,7646.23,3.2,3110.79,32124.01,0.82,Denied
Merralee,Woolger,DE,48934.67,15,787,66,449512.52,3.5,4241.38,15479.17,0.32,Approved
Chip,Bangs,NY,40887.63,4,633,32,368826.35,3.0,6191.98,53414.81,1.31,Denied
Ivett,Dullard,TX,27170.33,1,567,45,303534.19,3.7,9769.84,16078.44,0.59,Denied
Bartlett,Humbatch,NY,42296.9,9,695,55,29448.06,3.8,8281.86,14255.9,0.34,Approved
Heddi,Loveland,TX,54824.99,4,674,47,13675.37,2.6,160.49,13993.27,0.26,Approved
Brooke,Dalby,MN,32426.37,24,671,58,363884.93,3.2,8189.69,69945.33,2.16,Denied
Ninetta,Anscombe,NY,50884.38,12,473,49,434635.36,2.8,922.68,22538.95,0.44,Denied
Di,Klulisek,CA,41407.38,18,701,71,96680.06,2.7,8034.93,30313.96,0.73,Denied
Reed,Woodhouse,SC,41545.45,26,739,27,88300.04,2.7,7781.85,20388.01,0.49,Denied
Kelli,Willett,NV,32827.29,3,409,33,493234.71,3.3,2455.54,9849.8,0.3,Approved
Belvia,Dallimare,IN,56639.26,22,681,61,229626.58,2.6,9087.04,44521.83,0.79,Denied
George,Rugiero,LA,39565.34,21,749,18,4169.67,3.5,6739.98,47114.56,1.19,Denied
Giorgi,Catcheside,MI,26908.14,2,614,34,57732.71,3.1,8307.42,35972.11,1.34,Denied
Ruthann,De Carteret,WV,34940.98,6,674,23,421973.9,2.9,2081.75,41676.13,1.19,Denied
Holly,Goodram,TX,33889.69,17,698,32,256369.19,3.3,5477.81,7304.37,0.22,Approved
Jard,Pietesch,IL,44077.74,22,839,19,462917.83,3.2,3783.86,24032.73,0.55,Denied
Mick,Petrulis,MS,46456.11,29,659,61,459546.25,2.6,7311.23,26866.29,0.58,Denied
Hermie,Claybourn,CA,42992.43,18,456,29,248450.09,3.6,-889.5,2612.74,0.06,Approved
Phineas,Keirle,TN,45287.78,29,794,18,105394.17,2.9,3705.86,20528.35,0.45,Denied
Ram,Goode,NM,56315.88,18,677,39,246933.58,3.5,3345.61,39713.54,0.71,Denied
Sisile,Affuso,NY,31879.3,25,712,65,297511.75,3.0,5178.74,35794.47,1.12,Denied
Heddie,Matejovsky,FL,35540.58,11,816,32,105961.64,3.2,1326.54,11460.52,0.32,Approved
Franni,Rosina,CA,38590.1,5,424,20,125457.03,3.9,9924.59,55695.32,1.44,Denied
Kira,Artist,NY,34280.88,13,668,61,229110.2,3.4,-446.09,57920.26,1.69,Denied
Sal,Rowlin,CA,34601.44,25,839,58,484987.63,3.2,2678.55,45211.15,1.31,Denied
Park,Inglesant,KS,35427.63,10,817,53,431206.97,2.9,6118.19,476.73,0.01,Approved
Delia,Jimenez,FL,27111.73,7,612,47,325775.88,3.4,9863.05,18612.53,0.69,Denied
Flossie,Gatland,OH,35052.1,13,473,18,243311.71,2.7,7524.44,67297.54,1.92,Denied
Quintina,Bassam,IN,59027.89,11,833,38,452135.9,3.9,580.18,25068.9,0.42,Denied
Golda,Rampley,CO,49976.04,22,671,49,296551.4,3.5,929.04,12446.12,0.25,Approved
Benyamin,de Guerre,NE,31970.28,19,736,55,101993.72,3.3,2364.49,43230.46,1.35,Denied
Tucky,Casewell,MD,43255.41,6,615,18,427078.25,3.2,5335.85,74348.65,1.72,Denied
Selby,Glasheen,MA,57161.35,12,472,66,62131.81,4.0,4837.42,73981.92,1.29,Denied
Bibbye,Dowse,TX,30162.65,11,777,26,300790.07,3.8,1773.82,72474.07,2.4,Denied
Jackie,Tomadoni,IN,38635.23,17,793,67,154901.69,3.8,4642.75,7960.4,0.21,Approved
Erastus,Nicholson,IN,53476.79,8,830,53,228576.71,2.5,267.34,30301.52,0.57,Denied
Aubert,Petican,LA,36467.78,4,351,85,32470.95,2.7,2610.78,5041.99,0.14,Approved
Elly,Whittle,NY,41421.3,18,648,58,395701.52,2.6,7635.46,60822.87,1.47,Denied
Aryn,Winchester,IL,52973.37,3,580,67,492146.2,3.1,6941.5,22740.74,0.43,Denied
Arlen,Tureville,AR,42289.9,27,558,25,110345.03,3.2,4923.03,17744.7,0.42,Denied
